"","UNQ_NO","Search.Query"
"26212",26212,"경기 군포시 흥부찜닭"
"26214",26214,"경기 군포시 힘난다버거"
"26215",26215,"경기 양주시 아웃백"
"26222",26222,"경기 양주시 리미니"
"26242",26242,"경기 양주시 가마치통닭"
"26252",26252,"경기 양주시 강순자옛맛김치찌개"
"26291",26291,"경기 양주시 국수나무"
"26295",26295,"경기 양주시 굽네치킨"
"26310",26310,"경기 양주시 김뿌라"
"26311",26311,"경기 양주시 김사부의 곱창명가"
"26332",26332,"경기 양주시 노랑통닭"
"26353",26353,"경기 양주시 대림국수"
"26355",26355,"경기 양주시 대패상회"
"26365",26365,"경기 양주시 도미노피자"
"26366",26366,"경기 양주시 도야짬뽕"
"26372",26372,"경기 양주시 돌배기집"
"26373",26373,"경기 양주시 돌우물"
"26393",26393,"경기 양주시 디초콜릿커피"
"26407",26407,"경기 양주시 라무진"
"26437",26437,"경기 양주시 만족오향족발"
"26441",26441,"경기 양주시 맛깔참죽"
"26451",26451,"경기 양주시 메콩타이"
"26459",26459,"경기 양주시 명륜진사갈비"
"26469",26469,"경기 양주시 미니스톱"
"26475",26475,"경기 양주시 미스터보쌈5379"
"26512",26512,"경기 양주시 버거킹"
"26518",26518,"경기 양주시 별난주점"
"26522",26522,"경기 양주시 보배반점"
"26538",26538,"경기 양주시 북경반점"
"26541",26541,"경기 양주시 불고기브라더스"
"26546",26546,"경기 양주시 블랙스미스"
"26550",26550,"경기 양주시 빅스타피자"
"26558",26558,"경기 양주시 산동반점"
"26566",26566,"경기 양주시 상해반점"
"26577",26577,"경기 양주시 채선당 샤브보트"
"26582",26582,"경기 양주시 서울반점"
"26587",26587,"경기 양주시 세븐일레븐"
"26602",26602,"경기 양주시 수지상회"
"26614",26614,"경기 양주시 스쿨스토어"
"26633",26633,"경기 양주시 아딸"
"26649",26649,"경기 양주시 얌샘김밥"
"26662",26662,"경기 양주시 여우애 김밥"
"26675",26675,"경기 양주시 오마뎅"
"26686",26686,"경기 양주시 오한수 우육면가"
"26687",26687,"경기 양주시 옥소반"
"26691",26691,"경기 양주시 온센"
"26693",26693,"경기 양주시 와라와라"
"26698",26698,"경기 양주시 완산골명가"
"26739",26739,"경기 양주시 이화수전통육개장"
"26740",26740,"경기 양주시 인기명"
"26755",26755,"경기 양주시 저스트텐동"
"26756",26756,"경기 양주시 점심시간"
"26761",26761,"경기 양주시 제일반점"
"26765",26765,"경기 양주시 조선부뚜막"
"26772",26772,"경기 양주시 죽이야기"
"26784",26784,"경기 양주시 짝태패밀리"
"26786",26786,"경기 양주시 쭈대가제육대가"
"26789",26789,"경기 양주시 Chai797"
"26793",26793,"경기 양주시 창고43"
"26794",26794,"경기 양주시 채선당"
"26796",26796,"경기 양주시 처갓집양념치킨"
"26805",26805,"경기 양주시 청담동마녀김밥"
"26806",26806,"경기 양주시 청담이상"
"26814",26814,"경기 양주시 취향마라"
"26819",26819,"경기 양주시 치킨마루"
"26823",26823,"경기 양주시 칙바이칙"
"26824",26824,"경기 양주시 카니발피자"
"26829",26829,"경기 양주시 캘리포니아피자키친"
"26830",26830,"경기 양주시 커스텀커피"
"26835",26835,"경기 양주시 커피온리"
"26847",26847,"경기 양주시 큐큐면관"
"26852",26852,"경기 양주시 크리스피프레시"
"26870",26870,"경기 양주시 테트리스찜닭"
"26908",26908,"경기 양주시 프레퍼스 다이어트 푸드"
"26936",26936,"경기 양주시 한남동그집"
"26940",26940,"경기 양주시 한신우동"
"26947",26947,"경기 양주시 할매순대국"
"26972",26972,"경기 양주시 화락바베큐치킨"
"27000",27000,"경기 오산시 33떡볶이"
"27006",27006,"경기 오산시 BBQ치킨"
"27013",27013,"경기 오산시 가마치통닭"
"27022",27022,"경기 오산시 강릉엄지네꼬막집"
"27028",27028,"경기 오산시 경성술집"
"27043",27043,"경기 오산시 고봉민김밥인"
"27058",27058,"경기 오산시 구룡반점"
"27059",27059,"경기 오산시 구름계란덮밥"
"27064",27064,"경기 오산시 군선생"
"27073",27073,"경기 오산시 기대만족"
"27075",27075,"경기 오산시 기영이 숯불두마리치킨"
"27083",27083,"경기 오산시 김선생 불닭발"
"27084",27084,"경기 오산시 김치찜에 진심"
"27091",27091,"경기 오산시 남경반점"
"27097",27097,"경기 오산시 남자피자"
"27099",27099,"경기 오산시 냠냠족발&보쌈"
"27118",27118,"경기 오산시 달콤커피"
"27121",27121,"경기 오산시 담소소사골순대육개장"
"27136",27136,"경기 오산시 도미노피자"
"27137",27137,"경기 오산시 도야짬뽕"
"27176",27176,"경기 오산시 라떼킹"
"27225",27225,"경기 오산시 멘부리"
"27236",27236,"경기 오산시 몬스터포"
"27247",27247,"경기 오산시 미스터빠삭"
"27251",27251,"경기 오산시 미카도스시"
"27269",27269,"경기 오산시 배달삼겹돼지되지"
"27270",27270,"경기 오산시 배달삼겹 직구삼"
"27297",27297,"경기 오산시 본래순대"
"27298",27298,"경기 오산시 본설렁탕"
"27316",27316,"경기 오산시 브롱스"
"27357",27357,"경기 오산시 세광양대창"
"27373",27373,"경기 오산시 수지상회"
"27375",27375,"경기 오산시 순남시래기"
"27384",27384,"경기 오산시 스시화"
"27399",27399,"경기 오산시 쌀똑핫도그"
"27409",27409,"경기 오산시 아사칸"
"27422",27422,"경기 오산시 양계장집아들"
"27432",27432,"경기 오산시 엠브로돈까스"
"27442",27442,"경기 오산시 오늘통닭"
"27443",27443,"경기 오산시 오니기리와이규동"
"27476",27476,"경기 오산시 용호동낙지"
"27485",27485,"경기 오산시 원조부안집"
"27490",27490,"경기 오산시 육대장"
"27497",27497,"경기 오산시 육회바른연어"
"27510",27510,"경기 오산시 이화수전통육개장"
"27519",27519,"경기 오산시 일품양평해장국"
"27524",27524,"경기 오산시 장독대"
"27530",27530,"경기 오산시 제레미21"
"27531",27531,"경기 오산시 제육대가"
"27532",27532,"경기 오산시 제일반점"
"27538",27538,"경기 오산시 종로계림닭도리탕원조"
"27540",27540,"경기 오산시 종점식당"
"27557",27557,"경기 오산시 쭈대가제육대가"
"27558",27558,"경기 오산시 찌마기"
"27578",27578,"경기 오산시 청춘닭꼬치"
"27585",27585,"경기 오산시 취향마라"
"27597",27597,"경기 오산시 카페마마스"
"27626",27626,"경기 오산시 킹부대찌개"
"27643",27643,"경기 오산시 토리키치"
"27654",27654,"경기 오산시 파스쿠찌"
"27662",27662,"경기 오산시 팔당냉면"
"27674",27674,"경기 오산시 폴바셋"
"27686",27686,"경기 오산시 피자선생"
"27688",27688,"경기 오산시 피자스쿨"
"27694",27694,"경기 오산시 피자파는집"
"27724",27724,"경기 오산시 현대반점"
"27725",27725,"경기 오산시 현대옥"
"27729",27729,"경기 오산시 호식이두마리치킨"
"27733",27733,"경기 오산시 호호반점"
"27773",27773,"경기 이천시 666버거"
"27778",27778,"경기 이천시 BHC치킨"
"27779",27779,"경기 이천시 KFC"
"27782",27782,"경기 이천시 가나점보돈까스"
"27795",27795,"경기 이천시 피자생각"
"27801",27801,"경기 이천시 경아식당"
"27804",27804,"경기 이천시 계동치킨"
"27809",27809,"경기 이천시 고기한끼"
"27847",27847,"경기 이천시 긴자료코"
"27860",27860,"경기 이천시 나누다키친"
"27863",27863,"경기 이천시 남다른감자탕"
"27867",27867,"경기 이천시 남오토코"
"27868",27868,"경기 이천시 남자피자"
"27872",27872,"경기 이천시 네모오징어"
"27885",27885,"경기 이천시 달떡볶이"
"27905",27905,"경기 이천시 델리커리"
"27931",27931,"경기 이천시 드롭탑"
"27966",27966,"경기 이천시 릴리펏"
"27969",27969,"경기 이천시 마라하오"
"27975",27975,"경기 이천시 마이쥬스"
"27984",27984,"경기 이천시 맛닭꼬"
"28008",28008,"경기 이천시 무국적식탁"
"28010",28010,"경기 이천시 무쏘"
"28021",28021,"경기 이천시 미친피자"
"28023",28023,"경기 이천시 미태리"
"28044",28044,"경기 이천시 백소정"
"28047",28047,"경기 이천시 백억커피"
"28062",28062,"경기 이천시 보돌미역"
"28067",28067,"경기 이천시 본도시락"
"28068",28068,"경기 이천시 본래순대"
"28097",28097,"경기 이천시 사미반점"
"28110",28110,"경기 이천시 샌드위밋"
"28119",28119,"경기 이천시 채선당 샤브보트"
"28138",28138,"경기 이천시 솥솥"
"28157",28157,"경기 이천시 스테이크어스"
"28160",28160,"경기 이천시 식껍"
"28195",28195,"경기 이천시 어사출또"
"28199",28199,"경기 이천시 에그셀런트"
"28208",28208,"경기 이천시 영동족발"
"28211",28211,"경기 이천시 오구본가"
"28213",28213,"경기 이천시 오늘통닭"
"28235",28235,"경기 이천시 와라와라"
"28238",28238,"경기 이천시 완미족발"
"28274",28274,"경기 이천시 이남장"
"28279",28279,"경기 이천시 이차돌"
"28286",28286,"경기 이천시 인생아구찜"
"28290",28290,"경기 이천시 일품양평해장국"
"28310",28310,"경기 이천시 종로김밥"
"28314",28314,"경기 이천시 죽이야기"
"28320",28320,"경기 이천시 지코바치킨"
"28365",28365,"경기 이천시 칙바이칙"
"28379",28379,"경기 이천시 컬투치킨"
"28388",28388,"경기 이천시 퀴즈노스"
"28391",28391,"경기 이천시 크레이지후라이"
"28393",28393,"경기 이천시 크리스탈제이드"
"28408",28408,"경기 이천시 태리로제떡볶이&닭강정"
"28412",28412,"경기 이천시 테트리스찜닭"
"28431",28431,"경기 이천시 팔각도"
"28434",28434,"경기 이천시 펀비어킹"
"28436",28436,"경기 이천시 평화반점"
"28444",28444,"경기 이천시 포트캔커피"
"28445",28445,"경기 이천시 폴바셋"
"28451",28451,"경기 이천시 플라잉볼"
"28453",28453,"경기 이천시 피슈마라홍탕"
"28474",28474,"경기 이천시 학사주점"
"28478",28478,"경기 이천시 한남동그집"
"28486",28486,"경기 이천시 한우리"
"28505",28505,"경기 이천시 호화반점"
"28521",28521,"경기 이천시 후라토식당"
"28531",28531,"경기 안성시 투뿔등심"
"28549",28549,"경기 안성시 BHC치킨"
"28556",28556,"경기 안성시 가장맛있는족발"
"28557",28557,"경기 안성시 가츠몽"
"28563",28563,"경기 안성시 강남반점"
"28580",28580,"경기 안성시 고기한끼"
"28581",28581,"경기 안성시 고돼지"
"28582",28582,"경기 안성시 고래맥주창고"
"28583",28583,"경기 안성시 고메스테이크"
"28603",28603,"경기 안성시 국민낙곱새"
"28615",28615,"경기 안성시 기대만족"
"28641",28641,"경기 안성시 냠냠족발&보쌈"
"28651",28651,"경기 안성시 니뽕내뽕"
"28659",28659,"경기 안성시 달콤 왕가 탕후루"
"28678",28678,"경기 안성시 도미노피자"
"28680",28680,"경기 안성시 돈까스짱"
"28687",28687,"경기 안성시 동경규동"
"28698",28698,"경기 안성시 두마리찜닭 두찜"
"28703",28703,"경기 안성시 등촌샤브칼국수"
"28705",28705,"경기 안성시 디저트40"
"28716",28716,"경기 안성시 라공방"
"28723",28723,"경기 안성시 라와마라탕"
"28729",28729,"경기 안성시 롸버트치킨"
"28736",28736,"경기 안성시 리틀하노이"
"28737",28737,"경기 안성시 릴리펏"
"28742",28742,"경기 안성시 마루샤브"
"28749",28749,"경기 안성시 만복국수"
"28755",28755,"경기 안성시 맛닭꼬"
"28764",28764,"경기 안성시 메콩타이"
"28789",28789,"경기 안성시 미스터빠삭"
"28795",28795,"경기 안성시 밀포유"
"28801",28801,"경기 안성시 바우네나주곰탕"
"28807",28807,"경기 안성시 발재반점"
"28833",28833,"경기 안성시 보돌미역"
"28837",28837,"경기 안성시 본가"
"28841",28841,"경기 안성시 본스치킨"
"28856",28856,"경기 안성시 브라운돈까스"
"28858",28858,"경기 안성시 브롱스"
"28861",28861,"경기 안성시 비스트로피자"
"28862",28862,"경기 안성시 비엔나커피하우스"
"28893",28893,"경기 안성시 서가앤쿡"
"28908",28908,"경기 안성시 손큰할매순대국"
"28918",28918,"경기 안성시 순대실록"
"28929",28929,"경기 안성시 슬로우캘리"
"28964",28964,"경기 안성시 양계장집아들"
"28969",28969,"경기 안성시 에그드랍"
"28976",28976,"경기 안성시 역전우동0411"
"28980",28980,"경기 안성시 영화반점"
"29008",29008,"경기 안성시 와플반트"
"29013",29013,"경기 안성시 요거프레소"
"29021",29021,"경기 안성시 우리반점"
"29026",29026,"경기 안성시 원조감자탕"
"29030",29030,"경기 안성시 유로코피자"
"29033",29033,"경기 안성시 팔도국밥 육수당"
"29034",29034,"경기 안성시 육쌈냉면"
"29039",29039,"경기 안성시 육회바른연어"
"29040",29040,"경기 안성시 윤이불닭발"
"29055",29055,"경기 안성시 인생닭강정"
"29065",29065,"경기 안성시 자연별곡"
"29071",29071,"경기 안성시 정육점식당"
"29073",29073,"경기 안성시 제육대가"
"29074",29074,"경기 안성시 제일반점"
"29095",29095,"경기 안성시 집밥e선생"
"29122",29122,"경기 안성시 초이다이닝"
"29130",29130,"경기 안성시 치킨더비"
"29142",29142,"경기 안성시 캘리포니아피자키친"
"29143",29143,"경기 안성시 커스텀커피"
"29149",29149,"경기 안성시 커피인류"
"29160",29160,"경기 안성시 큐큐면관"
"29172",29172,"경기 안성시 타코박스"
"29186",29186,"경기 안성시 토마토김밥"
"29193",29193,"경기 안성시 틈새라면"
"29197",29197,"경기 안성시 파스타입니다"
"29198",29198,"경기 안성시 파스타집이야"
"29228",29228,"경기 안성시 피자선생"
"29247",29247,"경기 안성시 한결보쌈"
"29261",29261,"경기 안성시 할머니가래떡볶이"
"29280",29280,"경기 안성시 홍수계찜닭"
"29285",29285,"경기 안성시 화락바베큐치킨"
"29298",29298,"경기 안성시 힘난다버거"
"29299",29299,"경기 구리시 아웃백"
"29302",29302,"경기 구리시 투뿔등심"
"29306",29306,"경기 구리시 리미니"
"29308",29308,"경기 구리시 커피빈"
"29319",29319,"경기 구리시 BBQ치킨"
"29334",29334,"경기 구리시 강남반점"
"29342",29342,"경기 구리시 경성주막1929"
"29356",29356,"경기 구리시 고봉민김밥인"
"29369",29369,"경기 구리시 구구족"
"29379",29379,"경기 구리시 굽네치킨"
"29393",29393,"경기 구리시 김복남맥주"
"29398",29398,"경기 구리시 깐부치킨"
"29425",29425,"경기 구리시 닥엔돈스"
"29437",29437,"경기 구리시 대림국수"
"29448",29448,"경기 구리시 도로시파스타"
"29449",29449,"경기 구리시 도미노피자"
"29451",29451,"경기 구리시 돈까스짱"
"29454",29454,"경기 구리시 돈카춘"
"29460",29460,"경기 구리시 동근이숯불두마리치킨"
"29461",29461,"경기 구리시 동대문엽기떡볶이"
"29462",29462,"경기 구리시 동래정"
"29474",29474,"경기 구리시 등촌샤브칼국수"
"29479",29479,"경기 구리시 따띠삼겹"
"29486",29486,"경기 구리시 뜸들이다"
"29488",29488,"경기 구리시 라그릴리아"
"29498",29498,"경기 구리시 로운 샤브샤브"
"29506",29506,"경기 구리시 리춘시장"
"29526",29526,"경기 구리시 맛닭꼬"
"29554",29554,"경기 구리시 미라클푸드"
"29584",29584,"경기 구리시 배달의쌀국수"
"29585",29585,"경기 구리시 배떡"
"29606",29606,"경기 구리시 보배반점"
"29616",29616,"경기 구리시 봉명동내커피"
"29638",29638,"경기 구리시 빽보이피자"
"29646",29646,"경기 구리시 삼첩분식"
"29654",29654,"경기 구리시 샐러드박스"
"29660",29660,"경기 구리시 샤브로22"
"29669",29669,"경기 구리시 설빙"
"29670",29670,"경기 구리시 세광양대창"
"29674",29674,"경기 구리시 소노야"
"29686",29686,"경기 구리시 수지상회"
"29714",29714,"경기 구리시 써브웨이"
"29728",29728,"경기 구리시 안주백화점"
"29748",29748,"경기 구리시 역전할머니맥주"
"29759",29759,"경기 구리시 오마뎅"
"29760",29760,"경기 구리시 오목집"
"29770",29770,"경기 구리시 오한수 우육면가"
"29771",29771,"경기 구리시 옥소반"
"29772",29772,"경기 구리시 온가솥밥"
"29775",29775,"경기 구리시 온센"
"29785",29785,"경기 구리시 요녀석"
"29807",29807,"경기 구리시 육전국밥"
"29816",29816,"경기 구리시 이남장"
"29821",29821,"경기 구리시 이차돌"
"29824",29824,"경기 구리시 인기명"
"29835",29835,"경기 구리시 자마버거"
"29838",29838,"경기 구리시 잭슨피자"
"29843",29843,"경기 구리시 제레미21"
"29858",29858,"경기 구리시 중화가정"
"29871",29871,"경기 구리시 찌마기"
"29931",29931,"경기 구리시 큐큐면관"
"29941",29941,"경기 구리시 킹콩부대찌개"
"29953",29953,"경기 구리시 테그43"
"29954",29954,"경기 구리시 테트리스찜닭"
"29957",29957,"경기 구리시 토마토김밥"
"29965",29965,"경기 구리시 티바두마리치킨"
"29981",29981,"경기 구리시 포베이"
"29992",29992,"경기 구리시 프레퍼스 다이어트 푸드"
"29996",29996,"경기 구리시 피자나라치킨공주"
"30009",30009,"경기 구리시 피자헤븐"
"30022",30022,"경기 구리시 한솥도시락"
"30024",30024,"경기 구리시 한신우동"
"30033",30033,"경기 구리시 해장쿡"
"30049",30049,"경기 구리시 홍대개미"
"30050",30050,"경기 구리시 홍대쌀국수"
"30066",30066,"경기 구리시 훌랄라 참숯바베큐치킨"
"30079",30079,"경기 의왕시 커피빈"
"30102",30102,"경기 의왕시 감탄계 숯불치킨"
"30118",30118,"경기 의왕시 계림원"
"30126",30126,"경기 의왕시 고반식당"
"30156",30156,"경기 의왕시 금화왕돈까스"
"30158",30158,"경기 의왕시 기소야"
"30159",30159,"경기 의왕시 기영이 숯불두마리치킨"
"30168",30168,"경기 의왕시 김치찜에 진심"
"30175",30175,"경기 의왕시 남경반점"
"30176",30176,"경기 의왕시 남다른감자탕"
"30182",30182,"경기 의왕시 내가찜한닭"
"30194",30194,"경기 의왕시 니하오마라탕"
"30195",30195,"경기 의왕시 다다코리아"
"30209",30209,"경기 의왕시 대성반점"
"30216",30216,"경기 의왕시 덮다"
"30231",30231,"경기 의왕시 동근이숯불두마리치킨"
"30232",30232,"경기 의왕시 동대문엽기떡볶이"
"30233",30233,"경기 의왕시 동래정"
"30237",30237,"경기 의왕시 동화반점"
"30241",30241,"경기 의왕시 두성전주콩나물국밥"
"30242",30242,"경기 의왕시 두찜"
"30261",30261,"경기 의왕시 라멘짱"
"30265",30265,"경기 의왕시 라와마라탕"
"30283",30283,"경기 의왕시 마라홀릭 마라탕"
"30290",30290,"경기 의왕시 만랩커피"
"30300",30300,"경기 의왕시 매화반점"
"30347",30347,"경기 의왕시 반장즉석떡볶이"
"30353",30353,"경기 의왕시 배달삼겹돼지되지"
"30355",30355,"경기 의왕시 배달의쌀국수"
"30357",30357,"경기 의왕시 백소정"
"30382",30382,"경기 의왕시 본설렁탕"
"30392",30392,"경기 의왕시 부엉이돈가스"
"30416",30416,"경기 의왕시 삼산회관"
"30417",30417,"경기 의왕시 삼첩분식"
"30422",30422,"경기 의왕시 새마을식당"
"30452",30452,"경기 의왕시 송추가마골 인어반"
"30465",30465,"경기 의왕시 스노우폭스"
"30468",30468,"경기 의왕시 스시화"
"30484",30484,"경기 의왕시 쌀통닭"
"30495",30495,"경기 의왕시 아우어베이커리"
"30502",30502,"경기 의왕시 압구정 순대국"
"30509",30509,"경기 의왕시 얼맥당"
"30516",30516,"경기 의왕시 엠브로돈까스"
"30536",30536,"경기 의왕시 오븐에빠진닭"
"30539",30539,"경기 의왕시 오징어나라"
"30547",30547,"경기 의왕시 올스타피자"
"30554",30554,"경기 의왕시 왕손피자"
"30575",30575,"경기 의왕시 팔도국밥 육수당"
"30580",30580,"경기 의왕시 육칠이"
"30582",30582,"경기 의왕시 윤이불닭발"
"30583",30583,"경기 의왕시 은행골"
"30596",30596,"경기 의왕시 인생극장쪽갈비"
"30597",30597,"경기 의왕시 인생닭강정"
"30598",30598,"경기 의왕시 인생설렁탕"
"30663",30663,"경기 의왕시 청화반점"
"30683",30683,"경기 의왕시 카페보니또"
"30696",30696,"경기 의왕시 코코이찌방야"
"30697",30697,"경기 의왕시 콩부자"
"30701",30701,"경기 의왕시 퀴즈노스"
"30703",30703,"경기 의왕시 크라운호프"
"30704",30704,"경기 의왕시 크레이지후라이"
"30717",30717,"경기 의왕시 탐나종합어시장"
"30723",30723,"경기 의왕시 택이네조개전골"
"30724",30724,"경기 의왕시 테그43"
"30738",30738,"경기 의왕시 파스쿠찌"
"30763",30763,"경기 의왕시 프레퍼스 다이어트 푸드"
"30765",30765,"경기 의왕시 플러스82"
"30772",30772,"경기 의왕시 피자스쿨"
"30795",30795,"경기 의왕시 한신우동"
"30796",30796,"경기 의왕시 한신포차"
"30804",30804,"경기 의왕시 해장쿡"
"30819",30819,"경기 의왕시 혼밥대왕"
"30822",30822,"경기 의왕시 홍수계찜닭"
"30825",30825,"경기 의왕시 홍콩반점0410"
"30841",30841,"경기 포천시 아웃백"
"30857",30857,"경기 포천시 666버거"
"30909",30909,"경기 포천시 교동전선생"
"30914",30914,"경기 포천시 구름계란덮밥"
"30917",30917,"경기 포천시 국수나무"
"30918",30918,"경기 포천시 국일반점"
"30930",30930,"경기 포천시 기영이 숯불두마리치킨"
"30933",30933,"경기 포천시 김가네"
"30934",30934,"경기 포천시 김밥천국"
"30949",30949,"경기 포천시 남선반점"
"30968",30968,"경기 포천시 단골손님"
"30976",30976,"경기 포천시 담소소사골순대육개장"
"30990",30990,"경기 포천시 도로시파스타"
"31003",31003,"경기 포천시 동대문엽기떡볶이"
"31015",31015,"경기 포천시 드롭탑"
"31016",31016,"경기 포천시 등촌샤브칼국수"
"31032",31032,"경기 포천시 라멘짱"
"31035",31035,"경기 포천시 라사천마라탕"
"31043",31043,"경기 포천시 르번미"
"31059",31059,"경기 포천시 마이쥬스"
"31087",31087,"경기 포천시 명품키친"
"31094",31094,"경기 포천시 무쏘"
"31095",31095,"경기 포천시 미니스톱"
"31102",31102,"경기 포천시 미스터빠삭"
"31108",31108,"경기 포천시 밀포유"
"31115",31115,"경기 포천시 바푸리포"
"31133",31133,"경기 포천시 백채김치찌개"
"31152",31152,"경기 포천시 본래순대"
"31155",31155,"경기 포천시 본죽&비빔밥café"
"31170",31170,"경기 포천시 브라이트스타"
"31175",31175,"경기 포천시 비엔나커피하우스"
"31196",31196,"경기 포천시 샐러드박스"
"31216",31216,"경기 포천시 소노야"
"31222",31222,"경기 포천시 솥솥"
"31226",31226,"경기 포천시 수유리우동집"
"31228",31228,"경기 포천시 수지상회"
"31235",31235,"경기 포천시 슈퍼커피"
"31269",31269,"경기 포천시 아재커피"
"31297",31297,"경기 포천시 오늘통닭"
"31303",31303,"경기 포천시 오복수산"
"31305",31305,"경기 포천시 오봉집"
"31335",31335,"경기 포천시 우리할매떡볶이"
"31348",31348,"경기 포천시 육이구낙곱새"
"31358",31358,"경기 포천시 이남장"
"31365",31365,"경기 포천시 이화수전통육개장"
"31366",31366,"경기 포천시 인기명"
"31388",31388,"경기 포천시 제일제면소"
"31392",31392,"경기 포천시 족발야시장"
"31399",31399,"경기 포천시 중앙반점"
"31419",31419,"경기 포천시 창고43"
"31438",31438,"경기 포천시 최배달떡순튀"
"31440",31440,"경기 포천시 취향마라"
"31445",31445,"경기 포천시 치킨마루"
"31462",31462,"경기 포천시 커피인류"
"31472",31472,"경기 포천시 퀴즈노스"
"31482",31482,"경기 포천시 킹콩떡볶이"
"31510",31510,"경기 포천시 파스타입니다"
"31534",31534,"경기 포천시 프레퍼스 다이어트 푸드"
"31538",31538,"경기 포천시 피자나라치킨공주"
"31546",31546,"경기 포천시 피자애"
"31556",31556,"경기 포천시 하이카오산"
"31561",31561,"경기 포천시 한국수"
"31562",31562,"경기 포천시 한남동그집"
"31583",31583,"경기 포천시 호시타코야끼"
"31587",31587,"경기 포천시 호토모토"
"31591",31591,"경기 포천시 홍대개미"
"31592",31592,"경기 포천시 홍대쌀국수"
"31598",31598,"경기 포천시 화락바베큐치킨"
"31600",31600,"경기 포천시 화포식당"
"31611",31611,"경기 포천시 힘난다버거"
"31618",31618,"경기 여주시 스쿨푸드"
"31629",31629,"경기 여주시 7번가피자"
"31630",31630,"경기 여주시 88로타리집"
"31643",31643,"경기 여주시 감탄떡볶이"
"31658",31658,"경기 여주시 계경순대국"
"31660",31660,"경기 여주시 계림원"
"31671",31671,"경기 여주시 고피자"
"31687",31687,"경기 여주시 국민낙곱새"
"31689",31689,"경기 여주시 국일반점"
"31691",31691,"경기 여주시 군자대한곱창"
"31696",31696,"경기 여주시 금별맥주"
"31712",31712,"경기 여주시 깡돈"
"31717",31717,"경기 여주시 남경반점"
"31744",31744,"경기 여주시 달콤커피"
"31749",31749,"경기 여주시 대동집"
"31755",31755,"경기 여주시 더진국 수육국밥"
"31756",31756,"경기 여주시 더치앤빈 수육국밥"
"31758",31758,"경기 여주시 덮다"
"31769",31769,"경기 여주시 돌배기집"
"31781",31781,"경기 여주시 두끼"
"31782",31782,"경기 여주시 두마리찜닭 두찜"
"31792",31792,"경기 여주시 따띠삼겹"
"31797",31797,"경기 여주시 또봉이통닭"
"31803",31803,"경기 여주시 라멘짱"
"31808",31808,"경기 여주시 라홍방마라탕"
"31831",31831,"경기 여주시 마케집"
"31838",31838,"경기 여주시 맛깔참죽"
"31846",31846,"경기 여주시 메가MGC커피"
"31848",31848,"경기 여주시 메콩타이"
"31867",31867,"경기 여주시 미라클푸드"
"31892",31892,"경기 여주시 밥풀릭스"
"31904",31904,"경기 여주시 백채김치찌개"
"31908",31908,"경기 여주시 버거앤프라이즈"
"31917",31917,"경기 여주시 보돌미역"
"31926",31926,"경기 여주시 본죽&비빔밥café"
"31928",31928,"경기 여주시 봉구스밥버거"
"31935",31935,"경기 여주시 북경반점"
"31948",31948,"경기 여주시 빌리엔젤"
"31965",31965,"경기 여주시 샌드위밋"
"31970",31970,"경기 여주시 생생돈까스"
"31975",31975,"경기 여주시 샤오바오"
"31980",31980,"경기 여주시 선비꼬마김밥"
"31987",31987,"경기 여주시 소노야"
"32010",32010,"경기 여주시 스시화"
"32013",32013,"경기 여주시 슬로우캘리"
"32016",32016,"경기 여주시 신룽푸마라탕"
"32046",32046,"경기 여주시 얌샘김밥"
"32047",32047,"경기 여주시 양가네"
"32049",32049,"경기 여주시 양산도"
"32060",32060,"경기 여주시 역전우동0411"
"32073",32073,"경기 여주시 오목집"
"32082",32082,"경기 여주시 오토김밥"
"32092",32092,"경기 여주시 와플반트"
"32095",32095,"경기 여주시 완산골명가"
"32131",32131,"경기 여주시 이름없는파스타"
"32145",32145,"경기 여주시 일품양평해장국"
"32164",32164,"경기 여주시 종로계림닭도리탕원조"
"32175",32175,"경기 여주시 지코바치킨"
"32176",32176,"경기 여주시 지호한방삼계탕"
"32178",32178,"경기 여주시 진땡이"
"32180",32180,"경기 여주시 짚신매운갈비찜"
"32191",32191,"경기 여주시 채선당"
"32209",32209,"경기 여주시 최배달떡순튀"
"32212",32212,"경기 여주시 치어스"
"32222",32222,"경기 여주시 카모메"
"32223",32223,"경기 여주시 카페마마스"
"32231",32231,"경기 여주시 커피스미스"
"32232",32232,"경기 여주시 커피온리"
"32236",32236,"경기 여주시 KMGM"
"32247",32247,"경기 여주시 크로플덕 오리아가씨"
"32257",32257,"경기 여주시 타코비"
"32271",32271,"경기 여주시 토마토도시락"
"32285",32285,"경기 여주시 파파존스"
"32288",32288,"경기 여주시 팔당냉면"
"32299",32299,"경기 여주시 포트캔커피"
"32302",32302,"경기 여주시 프랑킨숯불양념구이치킨"
"32325",32325,"경기 여주시 하노이별"
"32332",32332,"경기 여주시 한국수"
"32333",32333,"경기 여주시 한남동그집"
"32343",32343,"경기 여주시 할리스"
"32360",32360,"경기 여주시 호화반점"
"32362",32362,"경기 여주시 홍대개미"
"32364",32364,"경기 여주시 홍수계찜닭"
"32366",32366,"경기 여주시 홍춘천치즈닭갈비"
"32368",32368,"경기 여주시 홍콩반점0411"
"32393",32393,"경기 동두천시 커핀그루나루"
"32400",32400,"경기 동두천시 7번가피자"
"32415",32415,"경기 동두천시 감탄계 숯불치킨"
"32421",32421,"경기 동두천시 피자생각"
"32435",32435,"경기 동두천시 고기한끼"
"32438",32438,"경기 동두천시 고메스테이크"
